index,chembl_id,conf_id
364495.0,CHEMBL3659893,conf_01
24295.0,CHEMBL120563,conf_00
126188.0,CHEMBL185198,conf_02
587334.0,CHEMBL44814,conf_01
549961.0,CHEMBL41597,conf_02
636622.0,CHEMBL580490,conf_01
997.0,CHEMBL101965,conf_02
127541.0,CHEMBL1870250,conf_02
636904.0,CHEMBL582932,conf_02
217026.0,CHEMBL2381644,conf_01
230855.0,CHEMBL2442644,conf_02
526043.0,CHEMBL408006,conf_02
620505.0,CHEMBL540,conf_01
39427.0,CHEMBL1293,conf_01
165289.0,CHEMBL206527,conf_02
86225.0,CHEMBL160520,conf_00
618999.0,CHEMBL534498,conf_02
284964.0,CHEMBL3228362,conf_02
514481.0,CHEMBL401514,conf_02
660151.0,CHEMBL87680,conf_00
139038.0,CHEMBL1939276,conf_00
550274.0,CHEMBL4160473,conf_00
418146.0,CHEMBL373333,conf_01
546771.0,CHEMBL4125713,conf_00
67243.0,CHEMBL1477033,conf_00
254177.0,CHEMBL292447,conf_02
172541.0,CHEMBL2112852,conf_00
320190.0,CHEMBL341572,conf_02
7451.0,CHEMBL1083683,conf_02
50026.0,CHEMBL1365734,conf_02
103117.0,CHEMBL1732874,conf_00
25829.0,CHEMBL1213897,conf_02
100097.0,CHEMBL1708074,conf_00
194018.0,CHEMBL223643,conf_01
199107.0,CHEMBL2303819,conf_02
36945.0,CHEMBL1277240,conf_02
328366.0,CHEMBL355001,conf_01
608531.0,CHEMBL49963,conf_01
601329.0,CHEMBL483262,conf_02
313198.0,CHEMBL338540,conf_02
277100.0,CHEMBL3181806,conf_01
225199.0,CHEMBL2418355,conf_00
285871.0,CHEMBL3234372,conf_02
253291.0,CHEMBL290270,conf_00
479242.0,CHEMBL3938903,conf_02
177472.0,CHEMBL2151192,conf_01
95455.0,CHEMBL167911,conf_02
341992.0,CHEMBL3629339,conf_02
164674.0,CHEMBL2063405,conf_01
91887.0,CHEMBL164631,conf_01
242999.0,CHEMBL265112,conf_01
637317.0,CHEMBL583923,conf_01
660247.0,CHEMBL87881,conf_01
207844.0,CHEMBL2335231,conf_01
74674.0,CHEMBL1526,conf_00
148133.0,CHEMBL198767,conf_01
279880.0,CHEMBL3197284,conf_00
142444.0,CHEMBL1950962,conf_00
503657.0,CHEMBL3973634,conf_01
295973.0,CHEMBL3298946,conf_02
421157.0,CHEMBL3746852,conf_00
93615.0,CHEMBL166696,conf_01
49157.0,CHEMBL136027,conf_00
493793.0,CHEMBL3959255,conf_00
228660.0,CHEMBL2432039,conf_01
252622.0,CHEMBL288524,conf_00
272561.0,CHEMBL312823,conf_00
49846.0,CHEMBL136461,conf_02
531924.0,CHEMBL4093240,conf_02
369606.0,CHEMBL3664907,conf_01
625167.0,CHEMBL554418,conf_01
559578.0,CHEMBL4205402,conf_02
616283.0,CHEMBL521446,conf_00
114835.0,CHEMBL1797518,conf_01
91488.0,CHEMBL1644918,conf_01
53248.0,CHEMBL1384838,conf_00
109323.0,CHEMBL1774319,conf_01
161127.0,CHEMBL2047351,conf_01
116177.0,CHEMBL18019,conf_02
127063.0,CHEMBL186537,conf_02
319648.0,CHEMBL3414586,conf_01
155248.0,CHEMBL2023167,conf_02
412150.0,CHEMBL3717093,conf_02
557264.0,CHEMBL418176,conf_00
660757.0,CHEMBL88985,conf_02
103603.0,CHEMBL173698,conf_01
196887.0,CHEMBL2273035,conf_02
595243.0,CHEMBL469641,conf_01
636906.0,CHEMBL582937,conf_01
280888.0,CHEMBL3207739,conf_00
81586.0,CHEMBL1572983,conf_01
438659.0,CHEMBL3823800,conf_01
237149.0,CHEMBL253859,conf_02
84125.0,CHEMBL15891,conf_02
225452.0,CHEMBL2419086,conf_00
132989.0,CHEMBL191544,conf_01
195076.0,CHEMBL2252840,conf_00
191500.0,CHEMBL221186,conf_01
85117.0,CHEMBL159758,conf_00
19325.0,CHEMBL116455,conf_02
191324.0,CHEMBL22089,conf_00
329455.0,CHEMBL35710,conf_01
275530.0,CHEMBL314727,conf_01
544782.0,CHEMBL4113993,conf_01
266918.0,CHEMBL31050,conf_01
359199.0,CHEMBL3654387,conf_02
13021.0,CHEMBL1094578,conf_01
134070.0,CHEMBL1917558,conf_02
421752.0,CHEMBL375107,conf_00
422489.0,CHEMBL3753268,conf_01
107303.0,CHEMBL1766475,conf_00
520616.0,CHEMBL4068222,conf_02
220905.0,CHEMBL2397737,conf_02
620356.0,CHEMBL539615,conf_01
84616.0,CHEMBL1594374,conf_02
635062.0,CHEMBL575465,conf_01
182358.0,CHEMBL216913,conf_02
224463.0,CHEMBL2414197,conf_00
69494.0,CHEMBL1491255,conf_02
311688.0,CHEMBL3360819,conf_00
549063.0,CHEMBL413939,conf_02
430455.0,CHEMBL378712,conf_02
557118.0,CHEMBL417844,conf_02
144004.0,CHEMBL195723,conf_02
111630.0,CHEMBL1783093,conf_00
72810.0,CHEMBL1511913,conf_00
329065.0,CHEMBL356207,conf_00
32078.0,CHEMBL1255758,conf_01
27045.0,CHEMBL122097,conf_02
216309.0,CHEMBL2380737,conf_02
274927.0,CHEMBL3144338,conf_01
307407.0,CHEMBL3353039,conf_00
329757.0,CHEMBL3577125,conf_02
122372.0,CHEMBL1828843,conf_02
418242.0,CHEMBL373463,conf_01
467866.0,CHEMBL3923099,conf_01
658041.0,CHEMBL82825,conf_00
538877.0,CHEMBL4107762,conf_00
84858.0,CHEMBL1595821,conf_00
560433.0,CHEMBL420720,conf_01
578536.0,CHEMBL4291795,conf_02
573910.0,CHEMBL428039,conf_00
3995.0,CHEMBL1077126,conf_02
305497.0,CHEMBL3343326,conf_00
619184.0,CHEMBL535595,conf_00
28540.0,CHEMBL1224383,conf_00
525057.0,CHEMBL4077955,conf_02
95247.0,CHEMBL167335,conf_01
162993.0,CHEMBL2057825,conf_00
95346.0,CHEMBL1676,conf_00
130761.0,CHEMBL19047,conf_02
41453.0,CHEMBL1308993,conf_00
377923.0,CHEMBL3673191,conf_01
611187.0,CHEMBL508777,conf_02
515641.0,CHEMBL403562,conf_02
555189.0,CHEMBL4172688,conf_02
364776.0,CHEMBL3660161,conf_00
292212.0,CHEMBL327725,conf_01
642534.0,CHEMBL597736,conf_02
9293.0,CHEMBL1086445,conf_01
44536.0,CHEMBL1329990,conf_01
333492.0,CHEMBL3593721,conf_01
455947.0,CHEMBL39067,conf_00
371542.0,CHEMBL3666801,conf_00
389259.0,CHEMBL3684972,conf_01
488491.0,CHEMBL395177,conf_02
580050.0,CHEMBL429774,conf_01
242833.0,CHEMBL264685,conf_02
319067.0,CHEMBL341002,conf_00
538518.0,CHEMBL4107380,conf_01
653381.0,CHEMBL71958,conf_02
188482.0,CHEMBL220140,conf_01
191254.0,CHEMBL220838,conf_02
338934.0,CHEMBL3617050,conf_01
597342.0,CHEMBL474109,conf_02
466957.0,CHEMBL3921866,conf_00
608881.0,CHEMBL500804,conf_02
625625.0,CHEMBL555721,conf_00
611278.0,CHEMBL509059,conf_01
307040.0,CHEMBL3350705,conf_01
9439.0,CHEMBL1086654,conf_00
623610.0,CHEMBL55078,conf_00
114672.0,CHEMBL1797012,conf_01
522350.0,CHEMBL4071978,conf_00
441327.0,CHEMBL385364,conf_02
88771.0,CHEMBL163041,conf_01
374122.0,CHEMBL3669304,conf_00
118803.0,CHEMBL1813328,conf_01
124758.0,CHEMBL1836144,conf_02
584481.0,CHEMBL440164,conf_01
2766.0,CHEMBL105838,conf_01
47426.0,CHEMBL1347163,conf_01
404285.0,CHEMBL3699867,conf_01
439288.0,CHEMBL3827483,conf_00
336437.0,CHEMBL3605131,conf_01
167306.0,CHEMBL2074703,conf_00
454434.0,CHEMBL3904571,conf_02
128558.0,CHEMBL1880983,conf_01
15567.0,CHEMBL111023,conf_02
45787.0,CHEMBL1337362,conf_01
59764.0,CHEMBL1426896,conf_02
112012.0,CHEMBL1783878,conf_00
256039.0,CHEMBL296660,conf_02
283980.0,CHEMBL3220650,conf_02
47298.0,CHEMBL1346470,conf_00
609139.0,CHEMBL501680,conf_01
127223.0,CHEMBL1867049,conf_01
274024.0,CHEMBL3140361,conf_02
281188.0,CHEMBL32102,conf_01
283256.0,CHEMBL321905,conf_02
4174.0,CHEMBL1077640,conf_00
41855.0,CHEMBL131153,conf_02
563454.0,CHEMBL4213933,conf_02
386155.0,CHEMBL368167,conf_01
65073.0,CHEMBL1462064,conf_02
600049.0,CHEMBL480694,conf_02
50151.0,CHEMBL1366516,conf_00
428316.0,CHEMBL377929,conf_01
647513.0,CHEMBL609855,conf_00
507334.0,CHEMBL3979110,conf_02
73217.0,CHEMBL15166,conf_00
243860.0,CHEMBL267626,conf_00
354892.0,CHEMBL3650148,conf_01
287976.0,CHEMBL3244726,conf_02
280186.0,CHEMBL3198600,conf_01
22283.0,CHEMBL118500,conf_02
124383.0,CHEMBL1835346,conf_01
6918.0,CHEMBL1082838,conf_02
72041.0,CHEMBL1507307,conf_01
132635.0,CHEMBL1914587,conf_01
250365.0,CHEMBL282850,conf_01
407371.0,CHEMBL3702962,conf_01
51639.0,CHEMBL137528,conf_00
317545.0,CHEMBL3403569,conf_02
620963.0,CHEMBL541337,conf_02
326522.0,CHEMBL350158,conf_01
221012.0,CHEMBL2398115,conf_02
89573.0,CHEMBL16353,conf_00
71771.0,CHEMBL1505679,conf_02
2967.0,CHEMBL106257,conf_02
108015.0,CHEMBL177019,conf_00
657905.0,CHEMBL82521,conf_02
537670.0,CHEMBL4106506,conf_02
561797.0,CHEMBL4210254,conf_00
586300.0,CHEMBL444920,conf_01
658344.0,CHEMBL83520,conf_00
425174.0,CHEMBL3764684,conf_02
345341.0,CHEMBL36409,conf_02
255110.0,CHEMBL294422,conf_02
593334.0,CHEMBL464721,conf_00
190269.0,CHEMBL2206459,conf_00
440653.0,CHEMBL384002,conf_02
80367.0,CHEMBL15650,conf_00
81135.0,CHEMBL1569909,conf_02
90986.0,CHEMBL1643950,conf_01
103663.0,CHEMBL173854,conf_02
226868.0,CHEMBL2425799,conf_01
523409.0,CHEMBL4074283,conf_00
476815.0,CHEMBL3935471,conf_00
335553.0,CHEMBL3601784,conf_02
552616.0,CHEMBL4166243,conf_01
525037.0,CHEMBL4077903,conf_01
77076.0,CHEMBL1541109,conf_01
195123.0,CHEMBL2253331,conf_02
103124.0,CHEMBL1732892,conf_02
273901.0,CHEMBL3138501,conf_01
329181.0,CHEMBL356479,conf_01
643840.0,CHEMBL60020,conf_01
332785.0,CHEMBL3589795,conf_00
85966.0,CHEMBL160351,conf_01
95031.0,CHEMBL1672645,conf_01
257370.0,CHEMBL299935,conf_02
545674.0,CHEMBL4114926,conf_02
560869.0,CHEMBL4208190,conf_02
63166.0,CHEMBL1450091,conf_01
362734.0,CHEMBL3657979,conf_02
51723.0,CHEMBL1375860,conf_01
586540.0,CHEMBL445630,conf_02
588925.0,CHEMBL453044,conf_01
291741.0,CHEMBL326849,conf_02
340825.0,CHEMBL3623558,conf_02
110306.0,CHEMBL1778826,conf_00
624851.0,CHEMBL553511,conf_01
79461.0,CHEMBL1558826,conf_01
114185.0,CHEMBL1795689,conf_01
127369.0,CHEMBL186856,conf_02
433990.0,CHEMBL380315,conf_00
426171.0,CHEMBL3770058,conf_02
270260.0,CHEMBL312023,conf_01
620561.0,CHEMBL540163,conf_01
155579.0,CHEMBL2023728,conf_02
